GeoFips,GeoName,LineCode,Description,Income
51001,"Accomack, VA",1,Personal income (thousands of dollars),1275493
51001,"Accomack, VA",2,Population (persons) 1/,32973
51001,"Accomack, VA",3,Per capita personal income (dollars) 2/,38683
51007,"Amelia, VA",1,Personal income (thousands of dollars),522711
51007,"Amelia, VA",2,Population (persons) 1/,12903
51007,"Amelia, VA",3,Per capita personal income (dollars) 2/,40511
51009,"Amherst, VA",1,Personal income (thousands of dollars),1084478
51009,"Amherst, VA",2,Population (persons) 1/,31914
51009,"Amherst, VA",3,Per capita personal income (dollars) 2/,33981
51011,"Appomattox, VA",1,Personal income (thousands of dollars),538178
51011,"Appomattox, VA",2,Population (persons) 1/,15414
51011,"Appomattox, VA",3,Per capita personal income (dollars) 2/,34915
51013,"Arlington, VA",1,Personal income (thousands of dollars),19744908
51013,"Arlington, VA",2,Population (persons) 1/,229164
51013,"Arlington, VA",3,Per capita personal income (dollars) 2/,86161
51017,"Bath, VA",1,Personal income (thousands of dollars),224958
51017,"Bath, VA",2,Population (persons) 1/,4470
51017,"Bath, VA",3,Per capita personal income (dollars) 2/,50326
51019,"Bedford, VA*",1,Personal income (thousands of dollars),3226628
51019,"Bedford, VA*",2,Population (persons) 1/,77724
51019,"Bedford, VA*",3,Per capita personal income (dollars) 2/,41514
51021,"Bland, VA",1,Personal income (thousands of dollars),214885
51021,"Bland, VA",2,Population (persons) 1/,6561
51021,"Bland, VA",3,Per capita personal income (dollars) 2/,32752
51023,"Botetourt, VA",1,Personal income (thousands of dollars),1561002
51023,"Botetourt, VA",2,Population (persons) 1/,33347
51023,"Botetourt, VA",3,Per capita personal income (dollars) 2/,46811
51025,"Brunswick, VA",1,Personal income (thousands of dollars),523182
51025,"Brunswick, VA",2,Population (persons) 1/,16698
51025,"Brunswick, VA",3,Per capita personal income (dollars) 2/,31332
51027,"Buchanan, VA",1,Personal income (thousands of dollars),729561
51027,"Buchanan, VA",2,Population (persons) 1/,22776
51027,"Buchanan, VA",3,Per capita personal income (dollars) 2/,32032
51029,"Buckingham, VA",1,Personal income (thousands of dollars),467518
51029,"Buckingham, VA",2,Population (persons) 1/,17032
51029,"Buckingham, VA",3,Per capita personal income (dollars) 2/,27449
51033,"Caroline, VA",1,Personal income (thousands of dollars),1140455
51033,"Caroline, VA",2,Population (persons) 1/,29984
51033,"Caroline, VA",3,Per capita personal income (dollars) 2/,38035
51036,"Charles City, VA",1,Personal income (thousands of dollars),295695
51036,"Charles City, VA",2,Population (persons) 1/,7040
51036,"Charles City, VA",3,Per capita personal income (dollars) 2/,42002
51037,"Charlotte, VA",1,Personal income (thousands of dollars),391012
51037,"Charlotte, VA",2,Population (persons) 1/,12201
51037,"Charlotte, VA",3,Per capita personal income (dollars) 2/,32048
51041,"Chesterfield, VA",1,Personal income (thousands of dollars),16285085
51041,"Chesterfield, VA",2,Population (persons) 1/,335687
51041,"Chesterfield, VA",3,Per capita personal income (dollars) 2/,48513
51043,"Clarke, VA",1,Personal income (thousands of dollars),809675
51043,"Clarke, VA",2,Population (persons) 1/,14363
51043,"Clarke, VA",3,Per capita personal income (dollars) 2/,56372
51045,"Craig, VA",1,Personal income (thousands of dollars),180769
51045,"Craig, VA",2,Population (persons) 1/,5211
51045,"Craig, VA",3,Per capita personal income (dollars) 2/,34690
51047,"Culpeper, VA",1,Personal income (thousands of dollars),2062489
51047,"Culpeper, VA",2,Population (persons) 1/,49432
51047,"Culpeper, VA",3,Per capita personal income (dollars) 2/,41724
51049,"Cumberland, VA",1,Personal income (thousands of dollars),336263
51049,"Cumberland, VA",2,Population (persons) 1/,9719
51049,"Cumberland, VA",3,Per capita personal income (dollars) 2/,34599
51051,"Dickenson, VA",1,Personal income (thousands of dollars),429921
51051,"Dickenson, VA",2,Population (persons) 1/,15115
51051,"Dickenson, VA",3,Per capita personal income (dollars) 2/,28443
51057,"Essex, VA",1,Personal income (thousands of dollars),430112
51057,"Essex, VA",2,Population (persons) 1/,11130
51057,"Essex, VA",3,Per capita personal income (dollars) 2/,38644
51061,"Fauquier, VA",1,Personal income (thousands of dollars),4249353
51061,"Fauquier, VA",2,Population (persons) 1/,68782
51061,"Fauquier, VA",3,Per capita personal income (dollars) 2/,61780
51063,"Floyd, VA",1,Personal income (thousands of dollars),543141
51063,"Floyd, VA",2,Population (persons) 1/,15651
51063,"Floyd, VA",3,Per capita personal income (dollars) 2/,34703
51065,"Fluvanna, VA",1,Personal income (thousands of dollars),1040445
51065,"Fluvanna, VA",2,Population (persons) 1/,26235
51065,"Fluvanna, VA",3,Per capita personal income (dollars) 2/,39659
51067,"Franklin, VA",1,Personal income (thousands of dollars),2063114
51067,"Franklin, VA",2,Population (persons) 1/,56264
51067,"Franklin, VA",3,Per capita personal income (dollars) 2/,36668
51071,"Giles, VA",1,Personal income (thousands of dollars),623132
51071,"Giles, VA",2,Population (persons) 1/,16708
51071,"Giles, VA",3,Per capita personal income (dollars) 2/,37295
51073,"Gloucester, VA",1,Personal income (thousands of dollars),1661331
51073,"Gloucester, VA",2,Population (persons) 1/,37143
51073,"Gloucester, VA",3,Per capita personal income (dollars) 2/,44728
51075,"Goochland, VA",1,Personal income (thousands of dollars),1874874
51075,"Goochland, VA",2,Population (persons) 1/,22253
51075,"Goochland, VA",3,Per capita personal income (dollars) 2/,84253
51077,"Grayson, VA",1,Personal income (thousands of dollars),474383
51077,"Grayson, VA",2,Population (persons) 1/,16012
51077,"Grayson, VA",3,Per capita personal income (dollars) 2/,29627
51079,"Greene, VA",1,Personal income (thousands of dollars),760363
51079,"Greene, VA",2,Population (persons) 1/,19162
51079,"Greene, VA",3,Per capita personal income (dollars) 2/,39681
51083,"Halifax, VA",1,Personal income (thousands of dollars),1192851
51083,"Halifax, VA",2,Population (persons) 1/,35125
51083,"Halifax, VA",3,Per capita personal income (dollars) 2/,33960
51085,"Hanover, VA",1,Personal income (thousands of dollars),5571287
51085,"Hanover, VA",2,Population (persons) 1/,103227
51085,"Hanover, VA",3,Per capita personal income (dollars) 2/,53971
51087,"Henrico, VA",1,Personal income (thousands of dollars),19005848
51087,"Henrico, VA",2,Population (persons) 1/,325155
51087,"Henrico, VA",3,Per capita personal income (dollars) 2/,58452
51091,"Highland, VA",1,Personal income (thousands of dollars),98519
51091,"Highland, VA",2,Population (persons) 1/,2214
51091,"Highland, VA",3,Per capita personal income (dollars) 2/,44498
51093,"Isle of Wight, VA",1,Personal income (thousands of dollars),1839060
51093,"Isle of Wight, VA",2,Population (persons) 1/,36314
51093,"Isle of Wight, VA",3,Per capita personal income (dollars) 2/,50643
51097,"King and Queen, VA",1,Personal income (thousands of dollars),257544
51097,"King and Queen, VA",2,Population (persons) 1/,7158
51097,"King and Queen, VA",3,Per capita personal income (dollars) 2/,35980
51099,"King George, VA",1,Personal income (thousands of dollars),1278528
51099,"King George, VA",2,Population (persons) 1/,25515
51099,"King George, VA",3,Per capita personal income (dollars) 2/,50109
51101,"King William, VA",1,Personal income (thousands of dollars),693591
51101,"King William, VA",2,Population (persons) 1/,16269
51101,"King William, VA",3,Per capita personal income (dollars) 2/,42633
51103,"Lancaster, VA",1,Personal income (thousands of dollars),556620
51103,"Lancaster, VA",2,Population (persons) 1/,10965
51103,"Lancaster, VA",3,Per capita personal income (dollars) 2/,50763
51105,"Lee, VA",1,Personal income (thousands of dollars),673454
51105,"Lee, VA",2,Population (persons) 1/,24742
51105,"Lee, VA",3,Per capita personal income (dollars) 2/,27219
51107,"Loudoun, VA",1,Personal income (thousands of dollars),26254562
51107,"Loudoun, VA",2,Population (persons) 1/,375629
51107,"Loudoun, VA",3,Per capita personal income (dollars) 2/,69895
51109,"Louisa, VA",1,Personal income (thousands of dollars),1468684
51109,"Louisa, VA",2,Population (persons) 1/,34602
51109,"Louisa, VA",3,Per capita personal income (dollars) 2/,42445
51111,"Lunenburg, VA",1,Personal income (thousands of dollars),377988
51111,"Lunenburg, VA",2,Population (persons) 1/,12299
51111,"Lunenburg, VA",3,Per capita personal income (dollars) 2/,30733
51113,"Madison, VA",1,Personal income (thousands of dollars),574942
51113,"Madison, VA",2,Population (persons) 1/,13134
51113,"Madison, VA",3,Per capita personal income (dollars) 2/,43775
51115,"Mathews, VA",1,Personal income (thousands of dollars),449955
51115,"Mathews, VA",2,Population (persons) 1/,8862
51115,"Mathews, VA",3,Per capita personal income (dollars) 2/,50774
51117,"Mecklenburg, VA",1,Personal income (thousands of dollars),1060997
51117,"Mecklenburg, VA",2,Population (persons) 1/,31081
51117,"Mecklenburg, VA",3,Per capita personal income (dollars) 2/,34137
51119,"Middlesex, VA",1,Personal income (thousands of dollars),482447
51119,"Middlesex, VA",2,Population (persons) 1/,10606
51119,"Middlesex, VA",3,Per capita personal income (dollars) 2/,45488
51125,"Nelson, VA",1,Personal income (thousands of dollars),666135
51125,"Nelson, VA",2,Population (persons) 1/,14785
51125,"Nelson, VA",3,Per capita personal income (dollars) 2/,45055
51127,"New Kent, VA",1,Personal income (thousands of dollars),1119023
51127,"New Kent, VA",2,Population (persons) 1/,20392
51127,"New Kent, VA",3,Per capita personal income (dollars) 2/,54876
51131,"Northampton, VA",1,Personal income (thousands of dollars),459502
51131,"Northampton, VA",2,Population (persons) 1/,12155
51131,"Northampton, VA",3,Per capita personal income (dollars) 2/,37804
51133,"Northumberland, VA",1,Personal income (thousands of dollars),523409
51133,"Northumberland, VA",2,Population (persons) 1/,12232
51133,"Northumberland, VA",3,Per capita personal income (dollars) 2/,42790
51135,"Nottoway, VA",1,Personal income (thousands of dollars),558431
51135,"Nottoway, VA",2,Population (persons) 1/,15673
51135,"Nottoway, VA",3,Per capita personal income (dollars) 2/,35630
51137,"Orange, VA",1,Personal income (thousands of dollars),1492044
51137,"Orange, VA",2,Population (persons) 1/,35385
51137,"Orange, VA",3,Per capita personal income (dollars) 2/,42166
51139,"Page, VA",1,Personal income (thousands of dollars),848595
51139,"Page, VA",2,Population (persons) 1/,23726
51139,"Page, VA",3,Per capita personal income (dollars) 2/,35766
51141,"Patrick, VA",1,Personal income (thousands of dollars),555684
51141,"Patrick, VA",2,Population (persons) 1/,18045
51141,"Patrick, VA",3,Per capita personal income (dollars) 2/,30794
51145,"Powhatan, VA",1,Personal income (thousands of dollars),1376472
51145,"Powhatan, VA",2,Population (persons) 1/,28031
51145,"Powhatan, VA",3,Per capita personal income (dollars) 2/,49105
51147,"Prince Edward, VA",1,Personal income (thousands of dollars),669866
51147,"Prince Edward, VA",2,Population (persons) 1/,22952
51147,"Prince Edward, VA",3,Per capita personal income (dollars) 2/,29186
51155,"Pulaski, VA",1,Personal income (thousands of dollars),1262386
51155,"Pulaski, VA",2,Population (persons) 1/,34332
51155,"Pulaski, VA",3,Per capita personal income (dollars) 2/,36770
51157,"Rappahannock, VA",1,Personal income (thousands of dollars),421073
51157,"Rappahannock, VA",2,Population (persons) 1/,7378
51157,"Rappahannock, VA",3,Per capita personal income (dollars) 2/,57071
51159,"Richmond, VA",1,Personal income (thousands of dollars),286199
51159,"Richmond, VA",2,Population (persons) 1/,8908
51159,"Richmond, VA",3,Per capita personal income (dollars) 2/,32128
51167,"Russell, VA",1,Personal income (thousands of dollars),893836
51167,"Russell, VA",2,Population (persons) 1/,27891
51167,"Russell, VA",3,Per capita personal income (dollars) 2/,32047
51169,"Scott, VA",1,Personal income (thousands of dollars),680745
51169,"Scott, VA",2,Population (persons) 1/,22126
51169,"Scott, VA",3,Per capita personal income (dollars) 2/,30767
51171,"Shenandoah, VA",1,Personal income (thousands of dollars),1696997
51171,"Shenandoah, VA",2,Population (persons) 1/,43190
51171,"Shenandoah, VA",3,Per capita personal income (dollars) 2/,39291
51173,"Smyth, VA",1,Personal income (thousands of dollars),1072821
51173,"Smyth, VA",2,Population (persons) 1/,31470
51173,"Smyth, VA",3,Per capita personal income (dollars) 2/,34090
51179,"Stafford, VA",1,Personal income (thousands of dollars),7109712
51179,"Stafford, VA",2,Population (persons) 1/,142003
51179,"Stafford, VA",3,Per capita personal income (dollars) 2/,50067
51181,"Surry, VA",1,Personal income (thousands of dollars),265882
51181,"Surry, VA",2,Population (persons) 1/,6709
51181,"Surry, VA",3,Per capita personal income (dollars) 2/,39631
51183,"Sussex, VA",1,Personal income (thousands of dollars),339065
51183,"Sussex, VA",2,Population (persons) 1/,11715
51183,"Sussex, VA",3,Per capita personal income (dollars) 2/,28943
51185,"Tazewell, VA",1,Personal income (thousands of dollars),1463740
51185,"Tazewell, VA",2,Population (persons) 1/,42899
51185,"Tazewell, VA",3,Per capita personal income (dollars) 2/,34121
51187,"Warren, VA",1,Personal income (thousands of dollars),1634254
51187,"Warren, VA",2,Population (persons) 1/,39083
51187,"Warren, VA",3,Per capita personal income (dollars) 2/,41815
51193,"Westmoreland, VA",1,Personal income (thousands of dollars),687366
51193,"Westmoreland, VA",2,Population (persons) 1/,17629
51193,"Westmoreland, VA",3,Per capita personal income (dollars) 2/,38991
51197,"Wythe, VA",1,Personal income (thousands of dollars),1022671
51197,"Wythe, VA",2,Population (persons) 1/,29119
51197,"Wythe, VA",3,Per capita personal income (dollars) 2/,35120
51510,"Alexandria (Independent City), VA",1,Personal income (thousands of dollars),12692748
51510,"Alexandria (Independent City), VA",2,Population (persons) 1/,153511
51510,"Alexandria (Independent City), VA",3,Per capita personal income (dollars) 2/,82683
51550,"Chesapeake (Independent City), VA",1,Personal income (thousands of dollars),11010828
51550,"Chesapeake (Independent City), VA",2,Population (persons) 1/,235429
51550,"Chesapeake (Independent City), VA",3,Per capita personal income (dollars) 2/,46769
51650,"Hampton (Independent City), VA",1,Personal income (thousands of dollars),5561735
51650,"Hampton (Independent City), VA",2,Population (persons) 1/,136454
51650,"Hampton (Independent City), VA",3,Per capita personal income (dollars) 2/,40759
51700,"Newport News (Independent City), VA",1,Personal income (thousands of dollars),7377992
51700,"Newport News (Independent City), VA",2,Population (persons) 1/,182385
51700,"Newport News (Independent City), VA",3,Per capita personal income (dollars) 2/,40453
51710,"Norfolk (Independent City), VA",1,Personal income (thousands of dollars),9529615
51710,"Norfolk (Independent City), VA",2,Population (persons) 1/,246393
51710,"Norfolk (Independent City), VA",3,Per capita personal income (dollars) 2/,38676
51740,"Portsmouth (Independent City), VA",1,Personal income (thousands of dollars),3780804
51740,"Portsmouth (Independent City), VA",2,Population (persons) 1/,96201
51740,"Portsmouth (Independent City), VA",3,Per capita personal income (dollars) 2/,39301
51760,"Richmond (Independent City), VA",1,Personal income (thousands of dollars),10717448
51760,"Richmond (Independent City), VA",2,Population (persons) 1/,220289
51760,"Richmond (Independent City), VA",3,Per capita personal income (dollars) 2/,48652
51770,"Roanoke (Independent City), VA",1,Personal income (thousands of dollars),4090520
51770,"Roanoke (Independent City), VA",2,Population (persons) 1/,99897
51770,"Roanoke (Independent City), VA",3,Per capita personal income (dollars) 2/,40947
51800,"Suffolk (Independent City), VA",1,Personal income (thousands of dollars),4190597
51800,"Suffolk (Independent City), VA",2,Population (persons) 1/,88161
51800,"Suffolk (Independent City), VA",3,Per capita personal income (dollars) 2/,47533
51810,"Virginia Beach (Independent City), VA",1,Personal income (thousands of dollars),23649281
51810,"Virginia Beach (Independent City), VA",2,Population (persons) 1/,452745
51810,"Virginia Beach (Independent City), VA",3,Per capita personal income (dollars) 2/,52235
51901,"Albemarle + Charlottesville, VA*",1,Personal income (thousands of dollars),9182721
51901,"Albemarle + Charlottesville, VA*",2,Population (persons) 1/,152300
51901,"Albemarle + Charlottesville, VA*",3,Per capita personal income (dollars) 2/,60294
51903,"Alleghany + Covington, VA*",1,Personal income (thousands of dollars),789165
51903,"Alleghany + Covington, VA*",2,Population (persons) 1/,21335
51903,"Alleghany + Covington, VA*",3,Per capita personal income (dollars) 2/,36989
51907,"Augusta, Staunton + Waynesboro, VA*",1,Personal income (thousands of dollars),4808881
51907,"Augusta, Staunton + Waynesboro, VA*",2,Population (persons) 1/,120221
51907,"Augusta, Staunton + Waynesboro, VA*",3,Per capita personal income (dollars) 2/,40000
51911,"Campbell + Lynchburg, VA*",1,Personal income (thousands of dollars),4796786
51911,"Campbell + Lynchburg, VA*",2,Population (persons) 1/,134898
51911,"Campbell + Lynchburg, VA*",3,Per capita personal income (dollars) 2/,35559
51913,"Carroll + Galax, VA*",1,Personal income (thousands of dollars),1195949
51913,"Carroll + Galax, VA*",2,Population (persons) 1/,36638
51913,"Carroll + Galax, VA*",3,Per capita personal income (dollars) 2/,32642
51918,"Dinwiddie, Colonial Heights + Petersburg, VA*",1,Personal income (thousands of dollars),2970447
51918,"Dinwiddie, Colonial Heights + Petersburg, VA*",2,Population (persons) 1/,78149
51918,"Dinwiddie, Colonial Heights + Petersburg, VA*",3,Per capita personal income (dollars) 2/,38010
51919,"Fairfax, Fairfax City + Falls Church, VA*",1,Personal income (thousands of dollars),88419380
51919,"Fairfax, Fairfax City + Falls Church, VA*",2,Population (persons) 1/,1180139
51919,"Fairfax, Fairfax City + Falls Church, VA*",3,Per capita personal income (dollars) 2/,74923
51921,"Frederick + Winchester, VA*",1,Personal income (thousands of dollars),4957433
51921,"Frederick + Winchester, VA*",2,Population (persons) 1/,110483
51921,"Frederick + Winchester, VA*",3,Per capita personal income (dollars) 2/,44871
51923,"Greensville + Emporia, VA*",1,Personal income (thousands of dollars),523183
51923,"Greensville + Emporia, VA*",2,Population (persons) 1/,17381
51923,"Greensville + Emporia, VA*",3,Per capita personal income (dollars) 2/,30101
51929,"Henry + Martinsville, VA*",1,Personal income (thousands of dollars),2291342
51929,"Henry + Martinsville, VA*",2,Population (persons) 1/,65526
51929,"Henry + Martinsville, VA*",3,Per capita personal income (dollars) 2/,34968
51931,"James City + Williamsburg, VA*",1,Personal income (thousands of dollars),5160028
51931,"James City + Williamsburg, VA*",2,Population (persons) 1/,88199
51931,"James City + Williamsburg, VA*",3,Per capita personal income (dollars) 2/,58504
51933,"Montgomery + Radford, VA*",1,Personal income (thousands of dollars),3818058
51933,"Montgomery + Radford, VA*",2,Population (persons) 1/,115056
51933,"Montgomery + Radford, VA*",3,Per capita personal income (dollars) 2/,33184
51939,"Pittsylvania + Danville, VA*",1,Personal income (thousands of dollars),3557825
51939,"Pittsylvania + Danville, VA*",2,Population (persons) 1/,104276
51939,"Pittsylvania + Danville, VA*",3,Per capita personal income (dollars) 2/,34119
51941,"Prince George + Hopewell, VA*",1,Personal income (thousands of dollars),2239579
51941,"Prince George + Hopewell, VA*",2,Population (persons) 1/,60240
51941,"Prince George + Hopewell, VA*",3,Per capita personal income (dollars) 2/,37178
51942,"Prince William, Manassas + Manassas Park, VA*",1,Personal income (thousands of dollars),25621125
51942,"Prince William, Manassas + Manassas Park, VA*",2,Population (persons) 1/,509211
51942,"Prince William, Manassas + Manassas Park, VA*",3,Per capita personal income (dollars) 2/,50315
51944,"Roanoke + Salem, VA*",1,Personal income (thousands of dollars),5758037
51944,"Roanoke + Salem, VA*",2,Population (persons) 1/,119841
51944,"Roanoke + Salem, VA*",3,Per capita personal income (dollars) 2/,48047
51945,"Rockbridge, Buena Vista + Lexington, VA*",1,Personal income (thousands of dollars),1348251
51945,"Rockbridge, Buena Vista + Lexington, VA*",2,Population (persons) 1/,36234
51945,"Rockbridge, Buena Vista + Lexington, VA*",3,Per capita personal income (dollars) 2/,37210
51947,"Rockingham + Harrisonburg, VA*",1,Personal income (thousands of dollars),4681314
51947,"Rockingham + Harrisonburg, VA*",2,Population (persons) 1/,131131
51947,"Rockingham + Harrisonburg, VA*",3,Per capita personal income (dollars) 2/,35700
51949,"Southampton + Franklin, VA*",1,Personal income (thousands of dollars),930617
51949,"Southampton + Franklin, VA*",2,Population (persons) 1/,26599
51949,"Southampton + Franklin, VA*",3,Per capita personal income (dollars) 2/,34987
51951,"Spotsylvania + Fredericksburg, VA*",1,Personal income (thousands of dollars),7358827
51951,"Spotsylvania + Fredericksburg, VA*",2,Population (persons) 1/,158593
51951,"Spotsylvania + Fredericksburg, VA*",3,Per capita personal income (dollars) 2/,46401
51953,"Washington + Bristol, VA*",1,Personal income (thousands of dollars),2925723
51953,"Washington + Bristol, VA*",2,Population (persons) 1/,71732
51953,"Washington + Bristol, VA*",3,Per capita personal income (dollars) 2/,40787
51955,"Wise + Norton, VA*",1,Personal income (thousands of dollars),1302232
51955,"Wise + Norton, VA*",2,Population (persons) 1/,43657
51955,"Wise + Norton, VA*",3,Per capita personal income (dollars) 2/,29829
51958,"York + Poquoson, VA*",1,Personal income (thousands of dollars),4403161
51958,"York + Poquoson, VA*",2,Population (persons) 1/,79896
51958,"York + Poquoson, VA*",3,Per capita personal income (dollars) 2/,55111
53001,"Adams, WA",1,Personal income (thousands of dollars),807945
53001,"Adams, WA",2,Population (persons) 1/,19254
53001,"Adams, WA",3,Per capita personal income (dollars) 2/,41962
53003,"Asotin, WA",1,Personal income (thousands of dollars),909882
53003,"Asotin, WA",2,Population (persons) 1/,22105
53003,"Asotin, WA",3,Per capita personal income (dollars) 2/,41162
53005,"Benton, WA",1,Personal income (thousands of dollars),8279696
53005,"Benton, WA",2,Population (persons) 1/,190309
53005,"Benton, WA",3,Per capita personal income (dollars) 2/,43507
53007,"Chelan, WA",1,Personal income (thousands of dollars),3388659
53007,"Chelan, WA",2,Population (persons) 1/,75644
53007,"Chelan, WA",3,Per capita personal income (dollars) 2/,44797
53009,"Clallam, WA",1,Personal income (thousands of dollars),2920160
53009,"Clallam, WA",2,Population (persons) 1/,73486
53009,"Clallam, WA",3,Per capita personal income (dollars) 2/,39738
53011,"Clark, WA",1,Personal income (thousands of dollars),20709551
53011,"Clark, WA",2,Population (persons) 1/,459495
53011,"Clark, WA",3,Per capita personal income (dollars) 2/,45070
53013,"Columbia, WA",1,Personal income (thousands of dollars),192344
53013,"Columbia, WA",2,Population (persons) 1/,3944
53013,"Columbia, WA",3,Per capita personal income (dollars) 2/,48769
53015,"Cowlitz, WA",1,Personal income (thousands of dollars),4177087
53015,"Cowlitz, WA",2,Population (persons) 1/,103468
53015,"Cowlitz, WA",3,Per capita personal income (dollars) 2/,40371
53017,"Douglas, WA",1,Personal income (thousands of dollars),1471770
53017,"Douglas, WA",2,Population (persons) 1/,40534
53017,"Douglas, WA",3,Per capita personal income (dollars) 2/,36310
53019,"Ferry, WA",1,Personal income (thousands of dollars),240209
53019,"Ferry, WA",2,Population (persons) 1/,7582
53019,"Ferry, WA",3,Per capita personal income (dollars) 2/,31681
53021,"Franklin, WA",1,Personal income (thousands of dollars),3015469
53021,"Franklin, WA",2,Population (persons) 1/,88807
53021,"Franklin, WA",3,Per capita personal income (dollars) 2/,33955
53023,"Garfield, WA",1,Personal income (thousands of dollars),101847
53023,"Garfield, WA",2,Population (persons) 1/,2219
53023,"Garfield, WA",3,Per capita personal income (dollars) 2/,45898
53025,"Grant, WA",1,Personal income (thousands of dollars),3551382
53025,"Grant, WA",2,Population (persons) 1/,93259
53025,"Grant, WA",3,Per capita personal income (dollars) 2/,38081
53027,"Grays Harbor, WA",1,Personal income (thousands of dollars),2533741
53027,"Grays Harbor, WA",2,Population (persons) 1/,71122
53027,"Grays Harbor, WA",3,Per capita personal income (dollars) 2/,35625
53029,"Island, WA",1,Personal income (thousands of dollars),3873268
53029,"Island, WA",2,Population (persons) 1/,80593
53029,"Island, WA",3,Per capita personal income (dollars) 2/,48060
53031,"Jefferson, WA",1,Personal income (thousands of dollars),1438655
53031,"Jefferson, WA",2,Population (persons) 1/,30466
53031,"Jefferson, WA",3,Per capita personal income (dollars) 2/,47222
53033,"King, WA",1,Personal income (thousands of dollars),153554091
53033,"King, WA",2,Population (persons) 1/,2117125
53033,"King, WA",3,Per capita personal income (dollars) 2/,72530
53035,"Kitsap, WA",1,Personal income (thousands of dollars),12473946
53035,"Kitsap, WA",2,Population (persons) 1/,260131
53035,"Kitsap, WA",3,Per capita personal income (dollars) 2/,47953
53037,"Kittitas, WA",1,Personal income (thousands of dollars),1694280
53037,"Kittitas, WA",2,Population (persons) 1/,43269
53037,"Kittitas, WA",3,Per capita personal income (dollars) 2/,39157
53039,"Klickitat, WA",1,Personal income (thousands of dollars),910222
53039,"Klickitat, WA",2,Population (persons) 1/,21026
53039,"Klickitat, WA",3,Per capita personal income (dollars) 2/,43290
53041,"Lewis, WA",1,Personal income (thousands of dollars),2844480
53041,"Lewis, WA",2,Population (persons) 1/,75882
53041,"Lewis, WA",3,Per capita personal income (dollars) 2/,37486
53043,"Lincoln, WA",1,Personal income (thousands of dollars),464014
53043,"Lincoln, WA",2,Population (persons) 1/,10321
53043,"Lincoln, WA",3,Per capita personal income (dollars) 2/,44958
53045,"Mason, WA",1,Personal income (thousands of dollars),2234858
53045,"Mason, WA",2,Population (persons) 1/,61023
53045,"Mason, WA",3,Per capita personal income (dollars) 2/,36623
53047,"Okanogan, WA",1,Personal income (thousands of dollars),1574882
53047,"Okanogan, WA",2,Population (persons) 1/,41516
53047,"Okanogan, WA",3,Per capita personal income (dollars) 2/,37934
53049,"Pacific, WA",1,Personal income (thousands of dollars),866438
53049,"Pacific, WA",2,Population (persons) 1/,20848
53049,"Pacific, WA",3,Per capita personal income (dollars) 2/,41560
53051,"Pend Oreille, WA",1,Personal income (thousands of dollars),460050
53051,"Pend Oreille, WA",2,Population (persons) 1/,13088
53051,"Pend Oreille, WA",3,Per capita personal income (dollars) 2/,35151
53053,"Pierce, WA",1,Personal income (thousands of dollars),37640095
53053,"Pierce, WA",2,Population (persons) 1/,843954
53053,"Pierce, WA",3,Per capita personal income (dollars) 2/,44600
53055,"San Juan, WA",1,Personal income (thousands of dollars),1076771
53055,"San Juan, WA",2,Population (persons) 1/,16252
53055,"San Juan, WA",3,Per capita personal income (dollars) 2/,66255
53057,"Skagit, WA",1,Personal income (thousands of dollars),5418535
53057,"Skagit, WA",2,Population (persons) 1/,121846
53057,"Skagit, WA",3,Per capita personal income (dollars) 2/,44470
53059,"Skamania, WA",1,Personal income (thousands of dollars),439099
53059,"Skamania, WA",2,Population (persons) 1/,11339
53059,"Skamania, WA",3,Per capita personal income (dollars) 2/,38725
53061,"Snohomish, WA",1,Personal income (thousands of dollars),36632936
53061,"Snohomish, WA",2,Population (persons) 1/,772501
53061,"Snohomish, WA",3,Per capita personal income (dollars) 2/,47421
53063,"Spokane, WA",1,Personal income (thousands of dollars),19795682
53063,"Spokane, WA",2,Population (persons) 1/,490945
53063,"Spokane, WA",3,Per capita personal income (dollars) 2/,40322
53065,"Stevens, WA",1,Personal income (thousands of dollars),1519279
53065,"Stevens, WA",2,Population (persons) 1/,43791
53065,"Stevens, WA",3,Per capita personal income (dollars) 2/,34694
53067,"Thurston, WA",1,Personal income (thousands of dollars),11901487
53067,"Thurston, WA",2,Population (persons) 1/,269536
53067,"Thurston, WA",3,Per capita personal income (dollars) 2/,44155
53069,"Wahkiakum, WA",1,Personal income (thousands of dollars),146130
53069,"Wahkiakum, WA",2,Population (persons) 1/,4042
53069,"Wahkiakum, WA",3,Per capita personal income (dollars) 2/,36153
53071,"Walla Walla, WA",1,Personal income (thousands of dollars),2528898
53071,"Walla Walla, WA",2,Population (persons) 1/,60338
53071,"Walla Walla, WA",3,Per capita personal income (dollars) 2/,41912
53073,"Whatcom, WA",1,Personal income (thousands of dollars),9024371
53073,"Whatcom, WA",2,Population (persons) 1/,212284
53073,"Whatcom, WA",3,Per capita personal income (dollars) 2/,42511
53075,"Whitman, WA",1,Personal income (thousands of dollars),1726354
53075,"Whitman, WA",2,Population (persons) 1/,48177
53075,"Whitman, WA",3,Per capita personal income (dollars) 2/,35834
53077,"Yakima, WA",1,Personal income (thousands of dollars),9586775
53077,"Yakima, WA",2,Population (persons) 1/,248830
53077,"Yakima, WA",3,Per capita personal income (dollars) 2/,38527
54001,"Barbour, WV",1,Personal income (thousands of dollars),499269
54001,"Barbour, WV",2,Population (persons) 1/,16704
