date,max_temp,min_temp,mean_temp,mean_rh,events,cloud_cover
2013-3-12,78,59,68,70,NA,1
2013-3-13,77,59,68,78,NA,2
2013-3-14,77,59,68,80,NA,3
2013-3-15,77,59,68,69,NA,2
2013-3-16,73,60,66,78,NA,5
2013-3-17,71,66,68,92,Rain,6
2013-3-18,78,68,73,85,Rain,6
2013-3-19,69,62,66,77,Rain,5
2013-3-20,69,59,64,72,Rain,3
2013-3-21,73,55,64,70,NA,3
2013-3-22,71,55,63,76,NA,3
2013-3-23,71,59,65,74,NA,3
2013-3-24,73,55,64,73,NA,2
2013-3-25,75,55,65,74,NA,2
2013-3-26,73,55,64,83,NA,2
2013-3-27,75,59,67,86,NA,2
2013-3-28,75,59,67,85,NA,3
2013-3-29,73,57,65,73,NA,2
2013-3-30,73,62,68,81,Rain,5
2013-3-31,77,62,70,89,Rain,6
2013-4-1,73,66,70,86,Rain,3
2013-4-2,75,60,68,83,NA,1
2013-4-3,73,64,68,84,NA,3
2013-4-4,68,62,65,82,Rain,2
2013-4-5,69,59,64,70,NA,2
2013-4-6,68,51,60,74,Rain,1
2013-4-7,64,50,57,77,NA,2
2013-4-8,66,46,56,77,NA,1
2013-4-9,68,46,57,81,NA,1
2013-4-10,68,51,60,81,NA,2
2013-4-11,71,51,61,81,NA,2
2013-4-12,71,55,63,81,NA,2
2013-4-13,69,53,61,85,NA,2
2013-4-14,71,53,62,86,NA,2
2013-4-15,66,60,63,86,Rain,3
2013-4-16,71,62,66,96,Rain,6
2013-4-17,68,64,66,91,Rain,6
2013-4-18,69,59,64,83,NA,4
2013-4-19,68,55,62,91,Rain,4
2013-4-20,75,62,68,92,Rain,4
2013-4-21,71,62,66,92,Rain-Thunderstorm,3
2013-4-22,71,59,65,89,Rain,2
2013-4-23,69,53,61,85,Rain,2
2013-4-24,64,59,62,94,Rain-Thunderstorm,4
2013-4-25,69,60,64,82,Rain,3
2013-4-26,68,60,64,74,Rain,3
2013-4-27,68,62,65,83,Rain,5
2013-4-28,69,60,64,87,Rain,4
2013-4-29,69,59,64,88,NA,3
2013-4-30,69,62,66,89,NA,4
2013-5-1,66,53,60,81,NA,1
2013-5-2,71,57,64,89,Rain,4
2013-5-3,69,57,63,90,NA,2
2013-5-4,66,55,60,95,Rain,4
2013-5-5,66,55,60,92,Rain,4
2013-5-6,60,55,58,90,Rain,4
2013-5-7,66,51,58,85,NA,1
2013-5-8,59,50,54,99,Rain,3
2013-5-9,60,51,56,99,Rain,2
2013-5-10,62,50,56,92,Rain,3
2013-5-11,60,50,55,81,NA,1
2013-5-12,62,46,54,79,NA,1
2013-5-13,66,46,56,91,NA,NA
2013-5-14,62,48,55,96,Fog,3
2013-5-15,64,53,58,96,Fog,3
2013-5-16,68,51,60,90,NA,3
2013-5-17,64,57,60,95,Rain,4
2013-5-18,66,59,62,96,Rain,4
2013-5-19,68,55,62,89,Rain,4
2013-5-20,66,51,58,90,Rain,2
2013-5-21,64,53,58,93,Rain-Thunderstorm,2
2013-5-22,60,50,55,96,Rain,3
2013-5-23,60,55,58,88,Rain,4
2013-5-24,62,48,55,85,NA,2
2013-5-25,62,51,56,95,Rain,5
2013-5-26,64,57,60,88,Rain,5
2013-5-27,62,55,58,83,Rain,4
2013-5-28,53,42,48,83,Rain-Thunderstorm,4
2013-5-29,55,37,46,71,NA,2
2013-5-30,57,42,50,93,Rain,3
2013-5-31,59,46,52,95,Rain,5
2013-6-1,60,51,56,80,NA,6
2013-6-2,60,48,54,81,NA,4
2013-6-3,60,42,51,90,Fog,4
2013-6-4,62,51,56,97,Rain,4
2013-6-5,60,55,58,88,NA,2
2013-6-6,59,50,54,73,NA,3
2013-6-7,57,50,54,89,NA,4
2013-6-8,62,48,55,86,NA,1
2013-6-9,59,50,54,94,Rain,4
2013-6-10,59,46,52,96,Fog,3
2013-6-11,60,46,53,97,NA,3
2013-6-12,60,51,56,91,Rain,6
2013-6-13,60,53,56,88,Rain,5
2013-6-14,60,51,56,97,Rain,4
2013-6-15,60,53,56,94,Rain,4
2013-6-16,60,59,60,97,Rain,5
2013-6-17,66,55,60,93,Rain,4
2013-6-18,62,55,58,96,Rain,4
2013-6-19,59,53,56,98,Rain,3
2013-6-20,55,46,50,80,Rain,4
2013-6-21,55,44,50,73,Rain,4
2013-6-22,57,50,54,79,Rain,3
2013-6-23,51,46,48,87,Rain,3
2013-6-24,57,39,48,94,Rain,3
2013-6-25,57,50,54,91,Rain,5
2013-6-26,57,48,52,96,Fog-Rain,6
2013-6-27,51,48,50,82,NA,3
2013-6-28,55,42,48,79,NA,1
2013-6-29,55,39,47,87,NA,2
2013-6-30,57,46,52,89,NA,3
2013-7-1,59,42,50,84,NA,3
2013-7-2,60,42,51,83,NA,4
2013-7-3,57,48,52,97,Rain,5
2013-7-4,62,53,58,95,Rain,3
2013-7-5,62,53,58,94,NA,6
2013-7-6,62,55,58,89,Rain,6
2013-7-7,60,48,54,86,Rain,4
2013-7-8,57,50,54,81,Rain,3
2013-7-9,57,42,50,78,Rain,3
2013-7-10,53,46,50,88,Rain,4
2013-7-11,51,42,46,89,NA,2
2013-7-12,55,42,48,90,NA,3
2013-7-13,57,42,50,92,NA,2
2013-7-14,57,44,50,85,Rain,4
2013-7-15,51,41,46,69,NA,1
2013-7-16,55,37,46,78,NA,2
2013-7-17,57,41,49,87,NA,6
2013-7-18,57,51,54,79,NA,6
2013-7-19,59,51,55,78,Rain,6
2013-7-20,60,50,55,85,NA,5
2013-7-21,57,50,54,92,NA,5
2013-7-22,57,42,50,96,Fog,5
2013-7-23,60,48,54,88,NA,4
2013-7-24,59,50,54,96,Rain,4
2013-7-25,59,50,54,90,Rain,3
2013-7-26,57,51,54,79,Rain,5
2013-7-27,59,48,54,78,NA,5
2013-7-28,60,41,50,92,NA,3
2013-7-29,59,44,52,91,Fog,3
2013-7-30,59,41,50,94,Fog,3
2013-7-31,59,46,52,86,NA,4
2013-8-1,59,51,55,76,Rain,4
2013-8-2,60,55,58,83,Rain,5
2013-8-3,64,51,58,78,NA,3
2013-8-4,60,51,56,83,NA,2
2013-8-5,60,51,56,89,NA,4
2013-8-6,62,48,55,88,Rain,1
2013-8-7,64,48,56,92,NA,2
2013-8-8,64,46,55,89,Fog,1
2013-8-9,64,46,55,84,NA,1
2013-8-10,59,51,55,93,Rain,3
2013-8-11,59,51,55,88,Rain,5
2013-8-12,55,51,53,80,Rain,4
2013-8-13,60,51,56,78,Rain,4
2013-8-14,59,51,55,77,Rain,3
2013-8-15,59,48,54,71,Rain,4
2013-8-16,60,48,54,88,Rain,4
2013-8-17,60,50,55,87,Rain,4
2013-8-18,60,51,56,82,NA,2
2013-8-19,59,46,52,92,Fog-Rain,3
2013-8-20,59,51,55,84,Rain,3
2013-8-21,55,51,53,89,Rain,5
2013-8-22,60,50,56,90,Rain,2
2013-8-23,59,44,52,91,Fog-Rain,3
2013-8-24,60,42,51,91,Fog-Rain,2
2013-8-25,59,50,55,92,Fog-Rain-Thunderstorm,4
2013-8-26,59,46,52,92,Fog-Rain,6
2013-8-27,59,51,55,81,Rain,3
2013-8-28,60,46,53,84,Rain,3
2013-8-29,53,48,50,89,Rain,5
2013-8-30,53,46,50,78,Rain,3
2013-8-31,59,44,52,69,NA,2
2013-9-1,60,44,52,72,NA,3
2013-9-2,60,44,52,73,NA,3
2013-9-3,59,42,50,81,NA,4
2013-9-4,59,44,52,84,Rain,6
2013-9-5,59,46,52,76,Rain,6
2013-9-6,55,39,47,72,NA,5
2013-9-7,60,53,56,88,Rain,7
2013-9-8,60,53,56,87,Rain,6
2013-9-9,59,53,56,78,Rain,5
2013-9-10,60,48,54,76,Rain,4
2013-9-11,68,53,60,79,Rain,7
2013-9-12,62,57,60,94,Rain,7
2013-9-13,62,53,58,87,Rain,6
2013-9-14,59,51,55,82,Rain,6
2013-9-15,57,46,52,72,Rain,5
2013-9-16,60,46,53,78,NA,7
2013-9-17,62,48,56,75,NA,6
2013-9-18,57,37,47,68,NA,2
2013-9-19,59,46,52,81,Rain,7
2013-9-20,66,57,62,90,Rain,6
2013-9-21,64,59,62,93,Rain,7
2013-9-22,68,53,60,83,Rain-Thunderstorm,6
2013-9-23,66,53,60,85,NA,5
2013-9-24,62,55,58,92,Rain,7
2013-9-25,60,57,58,93,Rain,7
2013-9-26,62,57,60,83,Rain,7
2013-9-27,66,57,62,85,Rain,7
2013-9-28,62,55,58,74,Rain,7
2013-9-29,64,55,60,66,Rain,6
2013-9-30,60,53,56,83,Rain,6
2013-10-1,62,55,58,78,NA,5
2013-10-2,62,48,55,82,NA,2
2013-10-3,62,53,58,77,NA,7
2013-10-4,64,48,56,92,Rain,7
2013-10-5,66,57,62,89,Rain,7
2013-10-6,68,53,60,81,NA,5
2013-10-7,64,53,58,83,NA,3
2013-10-8,66,50,58,86,Rain,5
2013-10-9,62,51,56,70,Rain,6
2013-10-10,60,48,54,76,Rain,5
2013-10-11,62,57,60,88,Rain-Hail,7
2013-10-12,60,53,56,76,Rain,6
2013-10-13,64,55,60,76,NA,6
2013-10-14,66,55,60,78,NA,6
2013-10-15,68,51,60,79,Rain,6
2013-10-16,62,51,56,69,Rain,3
2013-10-17,64,55,60,82,Rain,4
2013-10-18,66,48,57,83,NA,3
2013-10-19,64,55,60,78,Rain,5
2013-10-20,62,50,56,76,NA,6
2013-10-21,62,53,58,72,NA,7
2013-10-22,66,51,58,75,NA,5
2013-10-23,64,59,62,89,Rain,7
2013-10-24,68,59,64,76,NA,6
2013-10-25,71,57,64,77,Rain,6
2013-10-26,66,53,60,69,Rain,2
2013-10-27,66,48,57,77,Rain,5
2013-10-28,62,55,58,68,NA,4
2013-10-29,62,51,56,66,Rain,5
2013-10-30,66,51,58,65,Rain,4
2013-10-31,71,57,64,74,Rain,5
2013-11-1,66,55,60,74,Rain,6
2013-11-2,62,53,58,66,Rain,4
2013-11-3,64,53,58,77,Rain,5
2013-11-4,68,51,60,78,NA,4
2013-11-5,66,55,60,82,Rain,5
2013-11-6,66,53,60,78,Rain,4
2013-11-7,66,53,60,89,Rain,6
2013-11-8,66,51,58,88,Rain,5
2013-11-9,66,59,62,80,NA,8
2013-11-10,64,59,62,81,NA,8
2013-11-11,66,59,62,88,Rain,7
2013-11-12,69,59,64,77,NA,7
2013-11-13,68,51,60,66,NA,4
2013-11-14,68,50,59,79,NA,3
2013-11-15,68,50,59,82,NA,3
2013-11-16,69,53,61,79,NA,4
2013-11-17,69,59,64,82,NA,2
2013-11-18,71,57,64,76,NA,3
2013-11-19,75,60,68,76,Rain-Thunderstorm,5
2013-11-20,73,57,65,76,Rain,5
2013-11-21,75,59,67,76,Rain,4
2013-11-22,77,55,66,79,NA,4
2013-11-23,78,57,68,78,NA,4
2013-11-24,71,60,66,80,NA,5
2013-11-25,73,60,66,71,NA,6
2013-11-26,77,62,70,82,Rain,5
2013-11-27,73,60,66,86,Rain,6
2013-11-28,71,60,66,82,Rain,5
2013-11-29,71,60,66,78,Rain,5
2013-11-30,75,62,68,78,Rain,6
2013-12-1,68,59,64,63,NA,3
2013-12-2,73,51,62,69,NA,4
2013-12-3,71,57,64,78,Rain,5
2013-12-4,66,62,64,94,Rain,7
2013-12-5,71,64,68,95,Rain,7
2013-12-6,73,62,68,79,Rain,5
2013-12-7,71,60,66,81,Rain,4
2013-12-8,69,57,63,82,Rain,5
2013-12-9,69,59,64,77,Rain,4
2013-12-10,68,59,64,68,NA,7
2013-12-11,68,57,62,74,NA,4
2013-12-12,71,57,64,79,Rain,1
2013-12-13,77,59,68,78,NA,3
2013-12-14,77,59,68,80,Thunderstorm,2
2013-12-15,77,60,68,80,Fog-Thunderstorm,4
2013-12-16,77,59,68,76,NA,1
2013-12-17,73,62,68,77,Rain,2
2013-12-18,69,62,66,68,Rain,5
2013-12-19,69,60,64,68,Rain,4
2013-12-20,71,55,63,69,NA,3
2013-12-21,69,59,64,72,NA,4
2013-12-22,68,60,64,70,Rain,4
2013-12-23,69,57,63,67,NA,2
2013-12-24,71,59,65,66,NA,5
2013-12-25,68,60,64,83,Rain,6
2013-12-26,69,59,64,74,Rain,4
2013-12-27,71,57,64,78,NA,3
2013-12-28,71,57,64,80,Rain,5
2013-12-29,73,60,66,88,Rain,6
2013-12-30,73,60,66,86,Rain,5
2013-12-31,69,59,64,64,NA,5
2014-1-1,75,53,64,78,Rain,4
2014-1-2,73,60,66,71,NA,6
2014-1-3,78,59,68,76,NA,4
2014-1-4,78,66,72,81,Rain,5
2014-1-5,75,64,70,81,Rain,6
2014-1-6,71,60,66,64,NA,4
2014-1-7,77,53,65,77,Rain,5
2014-1-8,73,62,68,69,Rain,4
2014-1-9,68,57,62,70,Rain,3
2014-1-10,71,55,63,74,NA,1
2014-1-11,71,59,65,71,NA,7
2014-1-12,71,59,65,77,Rain,7
2014-1-13,75,64,70,68,Rain,5
2014-1-14,69,62,66,65,NA,6
2014-1-15,71,59,65,67,NA,5
2014-1-16,69,60,64,73,NA,7
2014-1-17,69,62,66,74,Rain,7
2014-1-18,71,59,65,62,NA,7
2014-1-19,73,53,63,75,NA,4
2014-1-20,71,62,66,81,Rain,6
2014-1-21,69,64,66,89,Rain,7
2014-1-22,77,64,70,77,Rain,6
2014-1-23,69,60,64,69,Rain,5
2014-1-24,71,60,66,67,Rain,4
2014-1-25,75,55,65,71,NA,3
2014-1-26,75,64,70,86,Rain,6
2014-1-27,68,59,64,67,NA,3
2014-1-28,69,55,62,68,NA,4
2014-1-29,71,53,62,78,NA,2
2014-1-30,71,62,66,73,NA,6
2014-1-31,77,57,67,75,NA,3
2014-2-1,73,57,65,68,NA,3
2014-2-2,78,59,68,59,NA,4
2014-2-3,77,59,68,71,NA,4
2014-2-4,73,60,66,77,NA,5
2014-2-5,73,62,68,78,Rain,6
2014-2-6,77,64,70,72,NA,6
2014-2-7,75,66,70,76,Rain,7
2014-2-8,73,66,70,88,Rain,6
2014-2-9,75,66,70,80,NA,7
2014-2-10,73,64,68,68,NA,5
2014-2-11,71,64,68,74,NA,7
2014-2-12,71,57,64,75,Rain,6
2014-2-13,71,62,66,69,Rain,6
2014-2-14,71,60,66,74,Rain,6
2014-2-15,73,57,65,76,Rain,5
2014-2-16,80,57,68,75,NA,3
2014-2-17,80,59,70,71,NA,5
2014-2-18,82,66,74,70,NA,5
2014-2-19,77,66,72,78,Rain,6
2014-2-20,77,64,70,80,Rain,6
2014-2-21,78,69,74,70,Rain,4
2014-2-22,77,68,72,88,Rain,7
2014-2-23,73,62,68,73,Rain,6
2014-2-24,71,57,64,59,NA,4
2014-2-25,71,55,63,74,NA,6
2014-2-26,77,55,66,79,NA,6
2014-2-27,NA,NA,NA,NA,NA,NA
2014-2-28,75,62,68,68,Rain,4
2014-3-1,68,60,64,60,Rain,5
2014-3-2,69,57,63,69,Rain,5
2014-3-3,71,57,64,78,Rain,5
2014-3-4,68,55,62,60,Rain,4
2014-3-5,68,55,62,69,Rain,5
2014-3-6,69,53,61,70,NA,NA
2014-3-7,73,53,63,82,NA,1
2014-3-8,73,53,63,78,Fog,4
2014-3-9,71,60,66,74,NA,6
2014-3-10,77,55,66,79,Rain,5
2014-3-11,73,57,65,82,Fog,4
2014-3-12,73,60,66,76,NA,6
2014-3-13,77,55,66,71,NA,5
2014-3-14,73,57,65,75,Rain,4
2014-3-15,71,66,68,87,Rain,6
2014-3-16,77,64,70,85,Rain,7
2014-3-17,73,62,68,80,NA,3
2014-3-18,75,59,67,85,Rain,5
2014-3-19,73,62,68,74,NA,7
2014-3-20,71,55,63,80,NA,4
2014-3-21,77,59,68,73,Rain,5
2014-3-22,73,55,64,66,NA,4
2014-3-23,71,57,64,81,Rain,5
2014-3-24,73,55,64,84,NA,5
2014-3-25,71,57,64,82,Fog-Rain,5
2014-3-26,68,60,64,68,Rain,6
2014-3-27,69,59,64,71,NA,5
2014-3-28,69,55,62,81,NA,4
2014-3-29,69,57,63,78,NA,7
2014-3-30,71,53,62,82,NA,NA
2014-3-31,77,55,66,81,NA,NA
2014-4-1,73,53,63,88,Fog,5
2014-4-2,75,57,66,84,Rain,6
2014-4-3,69,57,63,87,Fog-Rain,5
2014-4-4,71,57,64,87,Rain,5
2014-4-5,71,57,64,84,NA,3
2014-4-6,71,62,66,84,NA,2
2014-4-7,71,59,65,87,NA,4
2014-4-8,71,62,66,86,NA,6
2014-4-9,73,64,68,85,Rain,7
2014-4-10,75,62,68,84,NA,5
2014-4-11,69,62,66,89,Rain,5
2014-4-12,71,57,65,76,Rain,3
2014-4-13,73,51,62,80,NA,4
2014-4-14,71,60,66,83,Rain,6
2014-4-15,71,64,68,74,Rain,6
2014-4-16,71,62,68,80,Rain,6
2014-4-17,75,62,68,89,Rain,6
2014-4-18,75,64,70,85,Rain,4
2014-4-19,73,60,66,86,Rain,5
2014-4-20,68,59,64,91,Rain,5
2014-4-21,68,59,64,80,Rain,5
2014-4-22,68,57,62,77,Rain,5
2014-4-23,66,53,60,75,Rain,5
2014-4-24,69,50,60,88,Rain,5
2014-4-25,71,57,64,86,NA,4
2014-4-26,66,57,62,75,Rain,5
2014-4-27,66,48,57,78,NA,4
2014-4-28,64,53,58,72,Rain,5
2014-4-29,64,51,58,79,Rain,6
2014-4-30,62,48,55,84,NA,5
2014-5-1,64,46,55,88,NA,1
2014-5-2,64,46,55,88,Fog,4
2014-5-3,68,48,58,87,Fog,5
2014-5-4,69,50,60,87,NA,4
2014-5-5,66,59,62,91,Rain,6
2014-5-6,69,59,64,89,Rain,6
2014-5-7,69,57,63,89,Rain,5
2014-5-8,68,57,62,89,Rain,5
2014-5-9,66,53,60,88,Rain,4
2014-5-10,64,50,57,86,NA,4
2014-5-11,64,46,55,86,Fog,4
2014-5-12,66,50,58,86,Fog,6
2014-5-13,64,51,58,82,Rain,5
2014-5-14,59,51,55,88,Rain,6
2014-5-15,60,51,56,78,Rain,4
2014-5-16,60,46,53,84,NA,1
2014-5-17,62,42,52,90,Fog,6
2014-5-18,62,48,55,92,Fog,5
2014-5-19,64,50,57,93,Fog,3
2014-5-20,64,48,56,89,Fog,4
2014-5-21,64,51,58,89,Rain,5
2014-5-22,64,55,60,71,Rain,6
2014-5-23,64,55,60,79,Rain,6
2014-5-24,68,60,64,81,Rain,6
2014-5-25,66,59,62,85,Rain,6
2014-5-26,59,46,54,73,Rain,6
2014-5-27,53,39,46,72,NA,NA
2014-5-28,55,35,45,76,NA,6
2014-5-29,59,44,52,88,Rain,6
2014-5-30,62,53,58,91,Rain,6
2014-5-31,59,48,54,83,Rain,6
2014-6-1,59,42,50,85,NA,6
2014-6-2,57,50,54,85,Rain,6
2014-6-3,62,48,55,87,NA,6
2014-6-4,64,48,56,83,NA,5
2014-6-5,60,46,53,90,NA,5
2014-6-6,62,46,54,91,Fog,6
2014-6-7,64,50,57,86,Fog,5
2014-6-8,66,48,57,89,Fog-Rain,4
2014-6-9,64,59,62,89,Rain,7
2014-6-10,60,55,58,93,Rain,7
2014-6-11,66,51,58,88,Rain,5
2014-6-12,62,50,56,87,Rain,5
2014-6-13,60,50,55,79,NA,NA
2014-6-14,60,44,52,83,NA,NA
2014-6-15,62,42,52,90,Fog,3
2014-6-16,60,48,54,92,Rain,6
2014-6-17,64,57,60,91,Rain,5
2014-6-18,60,53,56,82,Rain,4
2014-6-19,59,53,56,80,Rain,5
2014-6-20,59,51,55,76,Rain,5
2014-6-21,62,48,55,85,Rain,5
2014-6-22,62,48,55,89,Rain,5
2014-6-23,60,41,50,93,Fog,5
2014-6-24,62,51,56,84,Fog-Rain,6
2014-6-25,62,57,60,91,Rain-Hail,6
2014-6-26,66,57,62,90,Fog-Rain,6
2014-6-27,59,50,54,87,Rain,4
2014-6-28,60,51,56,77,Rain,5
2014-6-29,59,42,50,81,NA,6
2014-6-30,60,55,58,91,Rain,6
2014-7-1,60,50,55,90,Rain,5
2014-7-2,55,46,50,78,Rain,5
2014-7-3,55,44,50,79,Rain,4
2014-7-4,53,44,48,84,Rain,5
2014-7-5,60,55,58,81,Rain,6
2014-7-6,60,48,54,82,Rain,6
2014-7-7,59,50,54,83,Rain,6
2014-7-8,57,53,55,75,Rain,5
2014-7-9,59,55,57,75,Rain,6
2014-7-10,60,57,58,77,Rain,7
2014-7-11,62,55,58,76,Rain,5
2014-7-12,59,51,55,93,Rain,6
2014-7-13,60,48,54,94,Rain,5
2014-7-14,53,44,48,98,Fog,5
2014-7-15,57,44,50,87,Fog,1
2014-7-16,53,41,47,77,NA,5
2014-7-17,53,41,47,77,NA,5
2014-7-18,51,35,43,83,NA,1
2014-7-19,55,37,46,87,Fog-Rain,6
2014-7-20,57,48,54,83,Rain,7
2014-7-21,55,46,50,85,Rain,6
2014-7-22,51,39,45,74,Rain,5
2014-7-23,57,35,46,82,Rain,3
2014-7-24,55,39,47,90,Fog-Rain,4
2014-7-25,57,50,54,83,Rain,5
2014-7-26,57,42,50,83,Rain,4
2014-7-27,55,42,50,87,Rain,6
2014-7-28,57,37,47,87,NA,3
2014-7-29,60,41,50,85,Rain,5
2014-7-30,62,51,56,89,Rain,6
2014-7-31,64,51,58,90,NA,4
2014-8-1,62,46,54,95,Fog,5
2014-8-2,66,59,62,90,Rain,6
2014-8-3,60,51,56,93,Rain,6
2014-8-4,59,42,50,85,Fog-Rain,4
2014-8-5,59,48,54,79,Rain,6
2014-8-6,57,50,54,76,Rain,6
2014-8-7,57,50,54,75,Rain,7
2014-8-8,57,50,54,79,Rain,5
2014-8-9,53,42,48,69,Rain,4
2014-8-10,57,39,48,82,Rain,6
2014-8-11,60,42,51,80,Rain,6
2014-8-12,57,48,52,82,Rain,5
2014-8-13,55,46,50,77,Rain,4
2014-8-14,55,46,52,78,Rain,5
2014-8-15,55,46,50,74,Rain,6
2014-8-16,57,50,54,83,NA,7
2014-8-17,59,50,54,83,NA,7
2014-8-18,57,48,54,81,NA,6
2014-8-19,59,46,52,90,Rain,5
2014-8-20,60,53,56,95,Rain,6
2014-8-21,59,48,54,83,Rain,6
2014-8-22,55,41,48,66,NA,3
2014-8-23,59,46,52,78,NA,1
2014-8-24,59,42,50,83,NA,NA
2014-8-25,59,41,50,82,NA,6
2014-8-26,59,44,52,76,NA,6
2014-8-27,57,46,52,80,Rain,7
2014-8-28,59,48,54,76,Rain,5
2014-8-29,60,48,54,73,NA,5
2014-8-30,57,51,54,81,Rain,6
2014-8-31,57,50,54,87,Rain,7
2014-9-1,53,48,50,97,Rain,7
2014-9-2,62,51,56,85,Rain,5
2014-9-3,62,50,56,91,NA,6
2014-9-4,64,50,57,89,Rain,5
2014-9-5,66,53,60,90,Rain,6
2014-9-6,62,53,58,86,Rain,6
2014-9-7,66,50,58,79,NA,2
2014-9-8,60,50,55,80,Rain,7
2014-9-9,62,44,53,82,NA,5
2014-9-10,62,50,56,78,NA,6
2014-9-11,64,46,55,84,NA,4
2014-9-12,60,53,56,95,Rain,6
2014-9-13,62,55,58,94,Rain,7
2014-9-14,59,53,56,84,Rain,6
2014-9-15,60,51,56,80,Rain,4
2014-9-16,62,51,56,84,Rain,5
2014-9-17,60,51,56,75,Rain,5
2014-9-18,62,46,54,91,Rain,5
2014-9-19,62,50,56,84,Rain-Hail-Thunderstorm,5
2014-9-20,60,48,54,83,Rain,5
2014-9-21,55,44,50,83,Rain,4
2014-9-22,57,46,52,74,Rain,5
2014-9-23,60,41,50,75,NA,6
2014-9-24,60,55,58,82,NA,7
2014-9-25,60,51,56,79,NA,6
2014-9-26,62,51,56,71,NA,6
2014-9-27,62,50,56,81,Rain,7
2014-9-28,66,57,62,83,Rain,6
2014-9-29,64,51,58,76,Rain,7
2014-9-30,62,50,56,80,Rain,6
2014-10-1,64,51,58,71,NA,5
2014-10-2,64,53,58,78,Rain,6
2014-10-3,62,51,56,77,Rain,6
2014-10-4,57,46,52,73,Rain,5
2014-10-5,60,51,56,76,Rain,6
2014-10-6,62,51,56,78,Rain,7
2014-10-7,60,48,55,70,Rain,6
2014-10-8,66,44,55,83,NA,5
2014-10-9,62,55,58,82,Rain,5
2014-10-10,64,51,58,79,NA,4
2014-10-11,64,50,57,81,NA,3
2014-10-12,62,55,58,79,NA,6
2014-10-13,64,53,60,76,NA,6
2014-10-14,66,51,58,84,NA,5
2014-10-15,66,53,60,83,NA,5
2014-10-16,68,50,59,84,NA,6
2014-10-17,69,55,62,78,Rain,6
2014-10-18,64,57,60,93,Rain,7
2014-10-19,64,55,60,82,Rain,6
2014-10-20,60,55,58,75,Rain,5
2014-10-21,64,55,60,80,Rain,7
2014-10-22,64,55,60,82,Rain,7
2014-10-23,66,57,62,81,Rain,5
2014-10-24,62,51,58,74,Rain,6
2014-10-25,60,42,51,61,NA,1
2014-10-26,62,50,56,73,NA,6
2014-10-27,66,55,60,75,Rain,6
2014-10-28,68,57,62,95,Rain,7
2014-10-29,64,57,60,88,Rain,6
2014-10-30,62,48,55,75,Rain-Thunderstorm,7
2014-10-31,64,55,60,75,Rain,6
2014-11-1,66,57,62,83,Rain,5
2014-11-2,69,59,64,78,NA,6
2014-11-3,64,53,58,83,Rain,6
2014-11-4,62,50,56,75,Rain,6
2014-11-5,60,50,55,78,Rain,5
2014-11-6,59,48,54,71,Rain,3
2014-11-7,62,50,56,66,Rain,3
2014-11-8,62,50,56,72,NA,2
2014-11-9,64,46,55,78,NA,NA
2014-11-10,66,50,58,79,NA,4
2014-11-11,66,55,62,82,Rain,6
2014-11-12,60,51,56,74,Rain,5
2014-11-13,60,48,54,74,Rain,4
2014-11-14,62,53,58,75,Rain,6
2014-11-15,64,57,60,79,Rain,7
2014-11-16,64,55,60,74,Rain,4
2014-11-17,69,50,60,89,Rain,7
2014-11-18,66,57,62,77,Rain,6
2014-11-19,66,53,60,75,Rain,4
2014-11-20,62,53,58,69,Rain,4
2014-11-21,66,55,60,74,NA,4
2014-11-22,69,59,64,85,Rain,7
2014-11-23,66,59,62,80,Rain,6
2014-11-24,66,57,62,89,Rain,7
2014-11-25,71,62,66,91,Rain,7
2014-11-26,68,59,64,85,NA,6
2014-11-27,68,57,62,72,NA,2
2014-11-28,68,55,62,79,Rain,5
2014-11-29,64,53,58,68,Rain,4
2014-11-30,66,57,62,69,Rain,6
2014-12-1,62,53,58,69,Rain,6
2014-12-2,64,50,57,65,Rain,3
2014-12-3,66,50,58,73,NA,3
2014-12-4,68,57,62,68,NA,7
2014-12-5,71,59,65,79,NA,6
2014-12-6,71,59,65,81,Rain,7
2014-12-7,71,59,65,81,Rain,5
2014-12-8,71,62,66,86,Rain,7
2014-12-9,69,62,66,87,Rain,7
2014-12-10,75,62,68,81,Rain,6
2014-12-11,69,62,66,91,Rain,7
2014-12-12,64,60,62,77,Rain,6
2014-12-13,64,57,62,77,Rain,6
2014-12-14,64,57,60,88,Rain,7
2014-12-15,66,59,62,73,Rain,7
2014-12-16,64,59,62,73,Rain,8
2014-12-17,69,60,64,91,Rain-Thunderstorm,7
2014-12-18,71,62,66,85,Rain,7
2014-12-19,77,59,68,81,Fog,4
2014-12-20,71,62,66,96,Rain,7
2014-12-21,73,64,68,87,Rain,6
2014-12-22,71,60,66,76,NA,2
2014-12-23,75,57,66,77,NA,2
2014-12-24,73,62,68,75,NA,6
2014-12-25,71,59,65,73,NA,5
2014-12-26,73,59,66,69,NA,5
2014-12-27,73,59,66,73,NA,3
2014-12-28,73,59,66,77,Rain,5
2014-12-29,77,62,70,70,NA,6
2014-12-30,75,57,66,71,NA,3
2014-12-31,73,62,68,76,Rain,6
2015-1-1,69,60,64,71,Rain,5
2015-1-2,73,53,63,76,NA,4
2015-1-3,71,57,64,79,NA,5
2015-1-4,77,59,68,82,NA,2
2015-1-5,75,59,67,82,NA,6
2015-1-6,75,57,66,76,NA,4
2015-1-7,75,60,68,75,NA,3
2015-1-8,78,59,68,74,NA,5
